asin,categories,title,group,salesrank,similar_count,similar_asins,reviews_total,reviews_avg_rating,has_image,image_filename
B000024613,"['|Music[5174]|Styles[301668]|Soundtracks[42]|General[292522]', '|Music[5174]|Styles[301668]|Dance & DJ[7]|Dance Pop[63704]|General[467944]', '|Music[5174]|Specialty Stores[468040]|Imports[701208]|Soundtracks[916572]']",Scarface,Music,64390,4,B0000UX4XA|B000002IQ4|B0000C8ATS|B000002OZ9,12,4,True,B000024613.jpg
B00005YT0Z,"['|Music[5174]|Styles[301668]|Latin Music[289122]|General[63851]', '|Music[5174]|Styles[301668]|International[33]|Mexico[63857]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Music for Travelers[641094]|Mexico[642060]']","Sold Out, Vol. 1",Music,412850,0,,0,0,True,B00005YT0Z.jpg
B00005N9HZ,"['|Music[5174]|Styles[301668]|Alternative Rock[30]|Hardcore & Punk[5196]|Punk[5203]', '|Music[5174]|Styles[301668]|Alternative Rock[30]|Hardcore & Punk[5196]|Ska Punk[5208]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Alternative Rock[883102]|Hardcore & Punk[883154]|Ska Punk[883160]|CDs $7 - $10[519480]"", '|Music[5174]|Styles[301668]|Alternative Rock[30]|Hardcore & Punk[5196]|Punk-Pop[602098]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Alternative Rock[884518]|Hardcore & Punk[884534]|Ska Punk[884544]|CDs $7 - $10[661438]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Alternative Rock[883768]|Hardcore & Punk[883784]|Ska Punk[883794]|CDs $7 - $10[734794]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Alternative Rock[883102]|Hardcore & Punk[883154]|Ska Punk[883160]|All Bargain Titles[883436]"", '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Alternative Rock[883768]|Hardcore & Punk[883784]|Ska Punk[883794]|All Bargain Titles[883796]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Alternative Rock[884518]|Hardcore & Punk[884534]|Ska Punk[884544]|All Bargain Titles[884546]']",The Post Wave,Music,335408,5,B000005DUC|B0000258YG|B000000GSC|B000003OPX|B00000JLEN,8,3.5,True,B00005N9HZ.jpg
B000006T09,"['|Music[5174]|Styles[301668]|Alternative Rock[30]|General[5191]', '|Music[5174]|Styles[301668]|Alternative Rock[30]|New Wave & Post-Punk[602076]|New Wave[5217]', '|Music[5174]|Styles[301668]|Rock[40]|General[67206]', '|Music[5174]|Styles[301668]|Pop[37]|Pop Rock[284720]', '|Music[5174]|Specialty Stores[468040]|Imports[701208]|Alternative Rock[916534]']",Autoamerican,Music,235094,0,,3,5,True,B000006T09.jpg
B000004AFA,"['|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( B )[7346]|Bolcom, William[10674]|General[10685]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( H )[20886]|Harbison, John[21154]|All Works by Harbison[21159]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( K )[23015]|Kernis, Aaron Jay[23340]|All Works by Kernis[23345]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( L )[24132]|Larsen, Libby[24362]', '|Music[5174]|Styles[301668]|Classical[85]|Historical Periods[36712]|Modern, 20th, & 21st Century[37260]|Forms & Genres[37660]|Chamber Music[37663]', '|Music[5174]|Styles[301668]|Classical[85]|Historical Periods[36712]|Modern, 20th, & 21st Century[37260]|General Modern[37727]', '|Music[5174]|Styles[301668]|Classical[85]|Historical Periods[36712]|Modern, 20th, & 21st Century[37260]|Vocal & Song[37780]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|General[64329]', '|Music[5174]|Styles[301668]|Classical[85]|General[300358]']",Heartbeats: New Songs from Minnesota for the AIDS Quilt Songbook,Music,295360,0,,0,0,True,B000004AFA.jpg
B000051W4C,"['|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( V )[34713]|Verdi, Giuseppe[34966]|All Works by Verdi[34973]', '|Music[5174]|Styles[301668]|Classical[85]|Historical Periods[36712]|Modern, 20th, & 21st Century[37260]|General Modern[37727]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Performers, A-Z[38472]|( B )[39670]|Berlin Philharmonic Orchestra[40626]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|General[64329]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|Languages[64711]|Italian[64720]', '|Music[5174]|Styles[301668]|Classical[85]|General[300358]', '|Music[5174]|Formats[468038]|Box Sets[291920]|Classical[514970]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Classical[883112]|Classical General[883210]|Bargain Box Sets[518622]"", ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Opera & Vocal[883126]|Opera & Vocal General[883350]|Bargain Box Sets[518638]"", '|Music[5174]|Styles[301668]|Classical[85]|Featured Performers, A-Z[38472]|( G )[46700]|Giannini, Dusolina[577942]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Performers, A-Z[38472]|( L )[51266]|London Philharmonic Orchestra[577974]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|Featured Composers, A-Z[63967]|U to Z[583302]|Verdi, Giuseppe[64305]|Vocal Works by Verdi[588516]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Classical[884632]|Classical General[884658]|Bargain Box Sets[661022]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Opera & Vocal[884882]|Opera & Vocal General[884884]|Bargain Box Sets[661038]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Classical[883882]|Classical General[883908]|Bargain Box Sets[734378]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Opera & Vocal[884132]|Opera & Vocal General[884134]|Bargain Box Sets[734394]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Classical[883112]|Classical General[883210]|All Bargain Titles[883480]"", ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Opera & Vocal[883126]|Opera & Vocal General[883350]|All Bargain Titles[883626]"", '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Classical[883882]|Classical General[883908]|All Bargain Titles[883910]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Opera & Vocal[884132]|Opera & Vocal General[884134]|All Bargain Titles[884136]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Classical[884632]|Classical General[884658]|All Bargain Titles[884660]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Opera & Vocal[884882]|Opera & Vocal General[884884]|All Bargain Titles[884886]']",Les Introuvables Du Chant Verdien,Music,199193,0,,1,4,True,B000051W4C.jpg
B00001O2V8,"['|Music[5174]|Styles[301668]|International[33]|Europe[63777]|British Isles[63778]|Britain[63779]', '|Music[5174]|Styles[301668]|Classic Rock[67204]|Psychedelic Rock[67220]', '|Music[5174]|Styles[301668]|Classic Rock[67204]|Album-Oriented Rock (AOR)[408254]', '|Music[5174]|Styles[301668]|Rock[40]|Progressive[292809]|Progressive Rock[408264]', '|Music[5174]|Styles[301668]|Classic Rock[67204]|Arena Rock[599868]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Music for Travelers[641094]|Europe[641530]|British Isles[641532]|Britain[641534]']",The Ladder,Music,34342,5,B00005NWMK|B000005CG0|B000001Y9T|B00005R8CH|B00006CYB7,255,4,True,B00001O2V8.jpg
B000068GA2,"['|Music[5174]|Styles[301668]|Rock[40]|General[67206]', '|Music[5174]|Styles[301668]|Hard Rock & Metal[67207]|Alternative Metal[67208]', '|Music[5174]|Styles[301668]|Hard Rock & Metal[67207]|General[67212]']",Danzig 4,Music,78152,5,B000068GA3|B00004NKGM|B000068GA4|B000068G9X|B00002EPK7,12,4,True,B000068GA2.jpg
B00001O2V7,"[""|Music[5174]|Styles[301668]|Children's Music[173425]|General[173426]"", ""|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|Children's Music[266020]|General[520122]""]",Yummy Yummy,Music,47454,0,,42,4.5,True,B00001O2V7.jpg
B00001O2V1,"['|Music[5174]|Styles[301668]|Country[16]|Contemporary Country[598634]|General[63692]', '|Music[5174]|Styles[301668]|Country[16]|General[63695]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Country[883116]|Country General[883228]|CDs $7 - $10[519544]"", '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Country[884708]|Country General[884722]|CDs $7 - $10[661504]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Country[883958]|Country General[883972]|CDs $7 - $10[734860]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Country[883116]|Country General[883228]|All Bargain Titles[883504]"", '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Country[883958]|Country General[883972]|All Bargain Titles[883974]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Country[884708]|Country General[884722]|All Bargain Titles[884724]']",Steve Wariner,Music,176230,0,,2,4.5,True,B00001O2V1.jpg
B00005AAZ2,['|Music[5174]|Styles[301668]|Classical[85]|General[300358]'],Paul Schoenfield's Cafe Music,Music,59817,5,B000002RZ6|B00004S4PJ|B0002IQHHK|B0002JNLNM|B0000029XQ,1,5,True,B00005AAZ2.jpg
B00004NK67,['|Music[5174]|Styles[301668]|Soundtracks[42]|General[292522]'],D2 Remixes,Music,489965,0,,0,0,True,B00004NK67.jpg
B00005AAZ6,"['|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( G )[19383]|Grainger, Percy Aldridge[20473]|All Works by Grainger[20480]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( H )[20886]|Holst, Gustav[21932]|All Works by Holst[21945]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( V )[34713]|Vaughan Williams, Ralph[34857]', '|Music[5174]|Styles[301668]|Classical[85]|Forms & Genres[36632]|Theatrical, Incidental & Program Music[36684]|Film Scores[36689]', '|Music[5174]|Styles[301668]|Classical[85]|Historical Periods[36712]|Modern, 20th, & 21st Century[37260]|Composers[37275]|Vaughan Williams, Ralph[37623]|General[37625]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|Vocal Non-Opera[67104]|Choruses[67119]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|Classical[171254]', '|Music[5174]|Styles[301668]|Classical[85]|General[300358]']",Bagpipes & Brass,Music,83934,5,B000031KBF|B00001NTOJ|B00004WFKH|B00004TV3Z|B000002WEN,4,4,True,B00005AAZ6.jpg
B000001A7Q,"['|Music[5174]|Styles[301668]|R&B[39]|General[67184]', '|Music[5174]|Styles[301668]|R&B[39]|Soul[67186]|General[67188]', '|Music[5174]|Styles[301668]|Pop[37]|Pop Rock[284720]', '|Music[5174]|Styles[301668]|Pop[37]|By Decade[465378]|1960s[465382]', '|Music[5174]|Styles[301668]|R&B[39]|Compilations[465978]|General[465980]', '|Music[5174]|Styles[301668]|R&B[39]|Compilations[465978]|Motown[465982]', '|Music[5174]|Styles[301668]|R&B[39]|Funk[67183]|General[468114]', '|Music[5174]|Specialty Stores[468040]|Imports[701208]|R&B[916568]', '|Music[5174]|Styles[301668]|Miscellaneous[35]|Compilations[466080]|Decades[13463551]|1960-1969[13463601]']",Motown Milestones: Motown Meets the Beatles,Music,82255,5,B0000ALFYS|B000083O4I|B000002TUQ|B00000G7GF|B00020HDN0,6,4.5,True,B000001A7Q.jpg
B000001A7G,"['|Music[5174]|Styles[301668]|R&B[39]|Soul[67186]|General[67188]', '|Music[5174]|Styles[301668]|Soundtracks[42]|Movie Soundtracks[67226]', '|Music[5174]|Styles[301668]|Soundtracks[42]|General[292522]', '|Music[5174]|Labels[892976]|Amazon.com Label Stores[301122]|Motown Records[465164]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|R&B[883132]|Soul[883386]|Soul General[883388]|CDs $7 - $10[519728]"", ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Soundtracks[883136]|Movie Soundtracks[883412]|CDs $7 - $10[519780]"", '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|R&B[884948]|Soul[884970]|Soul General[884972]|CDs $7 - $10[661690]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Soundtracks[885010]|Movie Soundtracks[885016]|CDs $7 - $10[661720]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|R&B[884198]|Soul[884220]|Soul General[884222]|CDs $7 - $10[735046]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Soundtracks[884260]|Movie Soundtracks[884266]|CDs $7 - $10[735076]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|R&B[883132]|Soul[883386]|Soul General[883388]|All Bargain Titles[883658]"", ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Soundtracks[883136]|Movie Soundtracks[883412]|All Bargain Titles[883680]"", '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|R&B[884198]|Soul[884220]|Soul General[884222]|All Bargain Titles[884224]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Soundtracks[884260]|Movie Soundtracks[884266]|All Bargain Titles[884268]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|R&B[884948]|Soul[884970]|Soul General[884972]|All Bargain Titles[884974]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Soundtracks[885010]|Movie Soundtracks[885016]|All Bargain Titles[885018]']",The Mack,Music,16075,5,B000009QM1|B000001DZS|B00005ABOB|B00000DC6V|B000001ZXI,10,5,True,B000001A7G.jpg
B00004NK6V,"['|Music[5174]|Styles[301668]|Latin Music[289122]|General[63851]', '|Music[5174]|Styles[301668]|Latin Music[289122]|Latin Pop[63852]', '|Music[5174]|Styles[301668]|Latin Music[289122]|Rock en Español[468310]']",Todos Sus Exitos,Music,157932,0,,7,4,True,B00004NK6V.jpg
B00001O2VD,"[""|Music[5174]|Styles[301668]|Children's Music[173425]|General[173426]"", ""|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|Children's Music[266020]|General[520122]""]",Let's Wiggle,Music,52008,5,B0000AE5YO|B0000C8AWE|B0000AE5YS|B00005YUOO|B0001ADAPQ,37,5,True,B00001O2VD.jpg
B00001O2VA,"[""|Music[5174]|Styles[301668]|Children's Music[173425]|General[173426]""]",Yummy Yummy,Music,203926,0,,2,5,True,B00001O2VA.jpg
B00001O2VB,"[""|Music[5174]|Styles[301668]|Children's Music[173425]|General[173426]"", ""|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|Children's Music[266020]|General[520122]""]",Let's Wiggle,Music,271191,5,B0000AE5YO|B0000C8AWE|B0000AE5YS|B00005YUOO|B0001ADAPQ,37,5,True,B00001O2VB.jpg
B000009RS6,"['|Music[5174]|Styles[301668]|International[33]|General[63848]', '|Music[5174]|Styles[301668]|Latin Music[289122]|General[63851]', '|Music[5174]|Styles[301668]|Latin Music[289122]|Latin Pop[63852]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Latin Music[883142]|Latin General[883330]|CDs $7 - $10[519644]"", ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Latin Music[883142]|Latin Pop[883318]|CDs $7 - $10[519650]"", '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|International[171245]|General[520182]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|Latin Music[520232]|General[520234]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Latin Music[885052]|Latin General[885082]|CDs $7 - $10[661590]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Pop[884904]|Latin Pop[884938]|CDs $7 - $10[661596]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Latin Music[884302]|Latin General[884332]|CDs $7 - $10[734946]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Pop[884154]|Latin Pop[884188]|CDs $7 - $10[734952]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Latin Music[883142]|Latin General[883330]|All Bargain Titles[883592]"", ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|Latin Music[883142]|Latin Pop[883318]|All Bargain Titles[883594]"", '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Pop[884154]|Latin Pop[884188]|All Bargain Titles[884190]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|Latin Music[884302]|Latin General[884332]|All Bargain Titles[884334]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Pop[884904]|Latin Pop[884938]|All Bargain Titles[884940]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|Latin Music[885052]|Latin General[885082]|All Bargain Titles[885084]']",Porque Si No Estas,Music,147735,0,,5,4.5,True,B000009RS6.jpg
B00005UP3C,"['|Music[5174]|Styles[301668]|International[33]|General[63848]', '|Music[5174]|Styles[301668]|Pop[37]|General[67172]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|International[171245]|General[520182]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|Pop[171249]|General[520274]']",Committed,Music,437762,0,,4,5,True,B00005UP3C.jpg
B00000JY3D,"['|Music[5174]|Styles[301668]|Rap & Hip-Hop[38]|East Coast[67192]', '|Music[5174]|Styles[301668]|Rap & Hip-Hop[38]|Gangsta & Hardcore[67195]', '|Music[5174]|Styles[301668]|Rap & Hip-Hop[38]|General[67196]', '|Music[5174]|Styles[301668]|Rap & Hip-Hop[38]|Pop Rap[467964]']",Forever,Music,56288,5,B0000039QD|B00005KCHA|B0000039QL|B00004XROY|B00000J69W,218,3,True,B00000JY3D.jpg
B000009RSR,"['|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( B )[7346]|Bach, Johann Sebastian[7572]|All Works by J.S. Bach[7616]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( B )[7346]|Byrd, William[12502]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( C )[12660]|Cornelius, Peter[15099]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( G )[19383]|Gibbons, Orlando[19812]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( P )[28166]|Praetorius, Michael[29288]|All Works by Michael Praetorius[29299]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( S )[31014]|Sweelinck, JanPieterszoon[33598]|All Works by Sweelinck[33603]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( W )[35334]|Warlock, Peter[35536]|All Works by Warlock[35540]', '|Music[5174]|Styles[301668]|Classical[85]|Historical Periods[36712]|Baroque (c.1600-1750)[36713]|General[36894]', '|Music[5174]|Styles[301668]|Classical[85]|Historical Periods[36712]|Classical (c.1770-1830)[36972]|General[37067]', '|Music[5174]|Styles[301668]|Classical[85]|Historical Periods[36712]|Modern, 20th, & 21st Century[37260]|General Modern[37727]', '|Music[5174]|Styles[301668]|Classical[85]|Instruments[38374]|Keyboard[38393]|Organ[38401]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|General[64329]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|Vocal Non-Opera[67104]|Anthems[67107]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|Vocal Non-Opera[67104]|Motets[67133]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|Vocal Non-Opera[67104]|Noels[67135]', '|Music[5174]|Styles[301668]|Opera & Vocal[84]|Vocal Non-Opera[67104]|Oratorios[67138]', '|Music[5174]|Styles[301668]|Classical[85]|Sacred & Religious[63654]|General[291403]', '|Music[5174]|Styles[301668]|Classical[85]|General[300358]', '|Music[5174]|Styles[301668]|Miscellaneous[35]|Compilations[466080]|Holiday Music[466086]', '|Music[5174]|Formats[468038]|Box Sets[291920]|Classical[514970]', '|Music[5174]|Formats[468038]|Box Sets[291920]|Holiday Music[514994]', '|Music[5174]|Styles[301668]|Miscellaneous[35]|Holiday[292572]|General Christmas[515048]', '|Music[5174]|Styles[301668]|Miscellaneous[35]|Holiday[292572]|Opera & Vocal[515052]', '|Music[5174]|Styles[301668]|Classical[85]|Featured Composers, A-Z[5338]|( M )[25497]|Mendelssohn, Felix[26454]|All Works by Mendelssohn[573254]', '|Music[5174]|Special Features[301756]|Holiday Music 2004[714574]|Opera & Vocal[1199990]']",King's Christmas Collection,Music,78578,5,B00002CF12|B000004CVK|B00006JJ4T|B0000041VV|B000000SNL,1,5,True,B000009RSR.jpg
B00005RVP8,['|Music[5174]|Styles[301668]|Hard Rock & Metal[67207]|General[67212]'],Decipher,Music,170891,5,B0001HAIU4|B00015U9W8|B0002MHE0U|B00062ZE3U|B000092RAC,10,4.5,True,B00005RVP8.jpg
B00006AKXU,"['|Music[5174]|Styles[301668]|Country[16]|General[63695]', '|Music[5174]|Styles[301668]|Miscellaneous[35]|Karaoke[63945]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|Country[171242]|General[520136]']",Top Tunes M Series Multiplex Karaoke CDG TTM -029,Music,443760,0,,0,0,True,B00006AKXU.jpg
B00006L50C,"['|Music[5174]|Styles[301668]|International[33]|General[63848]', '|Music[5174]|Styles[301668]|New Age[36]|General[63957]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|International[171245]|General[520182]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|New Age[171248]|General[520256]']",Sharanam (Refuge),Music,287813,0,,3,5,True,B00006L50C.jpg
B000024DTJ,['|Music[5174]|Styles[301668]|Dance & DJ[7]|General[63709]'],Flowermouth,Music,10575,5,B00008J2RB|B0007XT87G|B00008KCOS|B00008J2RH|B0006TMXUK,4,5,True,B000024DTJ.jpg
B00001ZSTP,"['|Music[5174]|Styles[301668]|International[33]|Europe[63777]|Scandinavia[63826]|Norway[63829]', '|Music[5174]|Styles[301668]|International[33]|Europe[63777]|Scandinavia[63826]|Sweden[63830]', '|Music[5174]|Styles[301668]|International[33]|General[63848]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|International[171245]|General[520182]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Music for Travelers[641094]|Europe[641530]|Scandinavia[641606]|Norway[641612]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Music for Travelers[641094]|Europe[641530]|Scandinavia[641606]|Sweden[641614]']",Virvla,Music,198645,0,,2,5,True,B00001ZSTP.jpg
B00001ZSTV,"['|Music[5174]|Styles[301668]|Hard Rock & Metal[67207]|General[67212]', '|Music[5174]|Styles[301668]|Classic Rock[67204]|Psychedelic Rock[67220]', '|Music[5174]|Styles[301668]|Rock[40]|Progressive[292809]|Progressive Rock[408264]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|Rock[171251]|Progressive[520330]']",Year 2000: Codename Hawkwind,Music,381656,0,,5,2.5,True,B00001ZSTV.jpg
B00001ZSTQ,"['|Music[5174]|Styles[301668]|International[33]|Europe[63777]|Scandinavia[63826]|Finland[63827]', '|Music[5174]|Styles[301668]|International[33]|Europe[63777]|Scandinavia[63826]|Norway[63829]', '|Music[5174]|Styles[301668]|International[33]|General[63848]', '|Music[5174]|Styles[301668]|International[33]|Europe[63777]|Scandinavia[63826]|General[292820]', '|Music[5174]|Styles[301668]|International[33]|Compilations[466056]|Europe[466586]|Scandinavia[466590]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|International[883120]|International General[883284]|CDs Under $7[519262]"", '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|International[171245]|General[520182]', '|Music[5174]|Specialty Stores[468040]|Indie Music[266023]|International[171245]|Europe[554496]|Scandinavia[554500]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Music for Travelers[641094]|International Compilations[641196]|Europe[641216]|Scandinavia[641220]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Music for Travelers[641094]|Europe[641530]|Scandinavia[641606]|General[641608]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Music for Travelers[641094]|Europe[641530]|Scandinavia[641606]|Finland[641610]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Music for Travelers[641094]|Europe[641530]|Scandinavia[641606]|Norway[641612]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|International[884774]|International General[884806]|CDs Under $7[661226]', '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|International[884024]|International General[884056]|CDs Under $7[734582]', ""|Music[5174]|Formats[468038]|Today's Deals in Music[287454]|International[883120]|International General[883284]|All Bargain Titles[883560]"", '|[265523]|Amazon.com Stores[285080]|Amazon.com Outlet[517808]|Categories[526028]|Music Outlet[734368]|International[884024]|International General[884056]|All Bargain Titles[884058]', '|[265523]|Amazon.com Stores[285080]|Travel[605012]|Categories[3074321]|Bargains[660666]|Music[661012]|International[884774]|International General[884806]|All Bargain Titles[884808]']","Nordic Roots, Vol. 2: Northside Sampler",Music,18294,5,B00005OKSW|B00000JLJ0|B000000R2R|B0000516VE|B00000IGRN,20,4.5,True,B00001ZSTQ.jpg
